"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation","fiscal_year"
"1501226265","LWD7013","NY","OMT",,"21","SDN","HONDA","P","45130","34130","73650","20270612",,"0","90","978510","90","0","0004A",,,"F","252","GRAND ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1501773926","F15UHT","NJ","PAS",,"14","SUBN","TOYOT","A","0","97530","0","20260930","115","115","302","49964","302","0","0838A",,,"O",,"TERMINAL B ARRIVALS","LGA","0","408","C",,"BBBBBBB","ALL","ALL","B","0","2018","-","0",,,,,,"2026"
"1499690400","KMP5376","99","PAS",,"98","SUBN","VOLVO","P","24830","64330","5280","20260314","78","78","78","973798","78","0","0522P","0522P","K","F","450","CARROLL STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","SILVE","0","2010","-","0",,,,,,"2026"
"1500347450","XPYC61","NJ","PAS",,"40","DELV","HIN","P","29030","27730","86930","20251001","76","76","76","971297","76","0","1037P",,,"F","221","CONOVER ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2019","-","0",,,,,,"2026"
"1500296041","MVG7732","PA","PAS",,"40","SDN",,"P","20530","94830","89530","20260331","84","84","84","980059","84","0","1105A",,,"F","191","BOND ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLACK","0","2016","-","0",,,,,,"2026"
"1496204268","KNS7005","NY","PAS",,"17","P-U","DODGE","O","16790","21690","22040","20270625","102","102","0","0","0QSC","0","0153P",,,"F","126-02","82 AVE",,"0","408","C3",,"YYYYYBB","0700A","0700P","SILV","0","2024","-","0",,,,,,"2026"
"1500344151","CXD3046","GA","PAS",,"98","SUBN","TESLA","P","28930","49630","48830","20250930","76","76","76","971854","76","0","1101A",,"K","F","127","CONGRESS ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,,"2026"
"1492199904","1FE6284","ME","PAS",,"46","VAN","HONDA","M","59990","14740","14810","0","100","100","0","0","QNRO","0","0900P",,,"O","107-21","QUEENS BLVD",,"0","408","C3",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1495639101","BLANKPLATE","99","999",,"83","SDN","HONDA","P","10810","13113","36770","0","32","32","32","971623","32","0","0415P",,"NY","F","2817","8 AVE",,"0","408","99",,"BBBBBBB","ALL","ALL","GOLD","0","2017","-","0",,,,,,"2026"
"1500339453","LRD9686","NY","PAS",,"19","SUBN","NISSA","P","5880","9480","9530","20261021","72","72","72","979422","72","0","0725A",,"K","F","5804","8 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","2023","-","0",,,,,,"2026"
"1492491937","HRA7045","NY","PAS",,"71","SDN","HYUND","P","27795","26990","0","20270306","111","111","111","973488","111","0","0432P","1632P","Q","F",,"ALLEY POND PARK","223 STREET",,"408","D",,"BBBBBBB","ALL","ALL","WH","0","2015","-","0",,,,,,"2026"
"1498266484","KNK8717","NY","PAS",,"99","SDN","BMW","P","49210","25150","25160","20270108","103","103","103","952816","103","0","0740P",,"Q","F","184-05","HENDERSON",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2022","-","0",,,,,,"2026"
"1499790417","D062DPD","NY","PAS",,"40",,"TOYOT","P","19290","8190","57790","0","115","115","115","979065","115","0","0842P",,"Q","F","32-31","100 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","BLK","0","2022","-","0",,,,,,"2026"
"1498047865","S2293392","GA","PAS",,"74","SDN","NISSA","P","38200","14080","14130","20250710","69","69","69","972242","69","0",,,,"F","1050","E 103 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,,"2026"
"1498968429","KZF4011","NY","PAS",,"98","SDN","FORD","P","6590","6440","16140","20270124","114","114","114","970167","114","0","1208A",,"Q","F","76-11","21 AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,,"2026"
"1500558473","T783556C","NY","PAS",,"40",,"TOYOT","P","26880","13820","40120","20250930","42","42","42","980659","42","0","1201A",,"BX","F","932","E 174 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2015","-","2",,,,,,"2026"
"1498417516","BLANKPLATE","99","999",,"51","MOTO","MOT","P","15500","24050","21230","20260430","10","10","1","974053","1","0","0858A",,"NY","F","29","CLIFF ST",,"0","408","J5",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,,"2026"
"1501221243","LEK2024","NY","PAS",,"40","SUBN","CHEVR","P","16140","8440","8590","20251005","115","115","115","976664","115","0","0800A",,"Q","O","34-41","77 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,,"2026"
"1493422704","AG13344","AZ","PAS",,"51","DELV","FORD","P","39635","47390","15840","0","105","105","105","954091","105","0",,"1933P","Q","F","7403","COMMONWEALTH",,,"408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,,"2026"
"1496434092","MTP9334","PA","PAS",,"40","SUBN","ME/BE","P","35780","41730","40230","0","70","70","70","977368","70","0","0221A",,"K","F","659","EAST 22 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1499019968","ESY5959","NY","PAS",,"51","SUBN","JEEP","P","7300","40404","40404","20260103",,"0","114","977456","114","0",,,,"I","51-04","CRESCENT",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2016","-","0",,,,,,"2026"
"1495573795","JAF4613","NY","PAS",,"5","SDN","AUDI","P","76460","77030","18950","20260918","60","60","60","973977","60","0","0230P",,"K","F","2916","SHELL ROAD",,"0","408","E3",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1500903978","LBN9078","NY","PAS",,"14","SUBN","NISSA","P","90880","76330","70165","20261205","60","60","60","970667","60","0","0510P","0510P","K","O","2816","W 8 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","2013","-","0",,,,,,"2026"
"1502147804","TCM3498","VA","PAS",,"46","SUBN","JEEP","P","8820","74690","76650","0","52","52","52","975692","52","0","0732P","0732P","BX","F","2349","ANDREWS AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","B","0","0","-","0",,,,,,"2026"
"1501741433","KRW2417","NY","PAS",,"40","SDN","INFIN","P","55730","82930","73190","20250822","81","81","81","973998","81","0","0757P",,"K","F","682","LEXINGTON",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2012","-","0",,,,,,"2026"
"1499000911","A89VVH","NJ","PAS",,"40","SUBN","CADIL","P","64290","7540","7790","88888888","114","114","114","981592","114","0","0115A",,,"F","28-33","STEINWAY ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1501337671","7CW0720","ME","PAS",,"98","SDN","TOYOT","P","17790","22640","22940","20210430","103","103","103","948675","103","0","0248A",,,"F","139-04","88 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1500397052","HBS2148","NY","PAS",,"74","SDN","ME/BE","P","38690","14840","15090","20270905","104","104","104","957609","104","0","0111P",,"Q","F","7016","CENTRAL AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","BK","0","2010","-","0",,,,,,"2026"
"1500482584","LLY6105","99","PAS",,"98",,,"P","19820","10520","45520","20260625","45","45","45","973394","45","0","0432P",,,"F","1030","CLARENCE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1498040251","14601SV","99","OMT",,"75","SDN","KIA","P","37510","40230","44430","20250430","63","63","696","974496","696","0",,,"K","F","603","E 80TH ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,,"2026"
"1502127180","BLANKPLATE","99","999",,"70","SDN","TOYOT","P","68020","26640","26670","88888888","42","42","42","976651","42","0","0635P",,"BX","F","3433","THIRD AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","GRAY","0","2010","-","0",,,,,,"2026"
"1499473606","LEY2660","NY","PAS",,"19","SDN","BMW","P","10810","36070","36090","0","28","28","28","969574","28","0","1134P",,,"F","2145","8 AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,,"2026"
"1501593687","XRVK36","NJ","PAS",,"78","VAN",,"P","31900","10120","73220","88888888","45","45","45","975136","45","0","1031P",,,"F","1286","FAIRFAX AVENUE",,"0","408","D",,"BBBBBBB","ALL","ALL","WHI","0","2024","-","0",,,,,,"2026"
"1500460035","XMBV27","NJ","PAS",,"78","TRUC","GMC","P","67730","17330","14080","88888888","66","66","66","964747","66","0",,,"K","F","987","OCEAN PKWY",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501229760","1091YI","FL","PAS",,"98","SUBN",,"P","0","40404","40404","0","73","73","73","980460","73","0","1245A",,,"O","1332","HERKIMER",,"0","408","C",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,,"2026"
"1502125523","KSJ1193","NY","PAS",,"40","SUBN","KIA","P","27540","70720","0","20250909","52","52","52","981323","52","0","0139A",,"BX","O",,"E 196","VALENTINE","0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2013","-","0",,,,,,"2026"
"1499276953","LLZ4734","NY","PAS",,"14","SUBN","HONDA","P","83630","91330","91380","20260625","60","60","60","969969","60","0","0422P","0422P","K","F","1904","SURF AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2024","-","0",,,,,,"2026"
"1500808337","XRA434","NJ","PAS",,"40","VAN",,"P","81725","60440","75730","20260720","70","70","90","968897","90","0","1008A","1007A",,"F","146","STEWART AVE",,,"408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1494313297","LGE8461","NY","PAS",,"40","SUBN","ME/BE","P","18630","45590","19790","20251018","19","19","19","966164","19","0","0848P","0855P","NY","F","515","EAST 82 STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","BLACK","0","2023","-","5",,,,,,"2026"
"1502111767","LST1889","NY","PAS",,"46","SUBN","DODGE","P","77050","73420","76950","20270109","43","43","43","981357","43","0","0930P",,"BX","F","1164","WHEELER AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,,"2026"
"1493944496","BLANKPLATE","99","999",,"74",,,"P","52750","32950","53898","0","121","121","121","960706","121","0","0200A",,"R","O","109","VAN PELT AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1501740210","KLS574","99","PAS",,"46","SUBN","CHEVR","P","0","40404","40404","0",,"0","81","949658","81","0","0105A",,,"F","514","MONROE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1502065540","TB32709","OR","PAS",,"40","SDN","SBR","P","26330","31330","25730","88888888","66","66","66","963256","66","0","0541P",,"K","F","49","CLARA ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","5",,,,,,"2026"
"1500527075","8DH6563","MA","PAS",,"14","VAN","FORD","P","65020","76950","26670","0",,"0","41","913064","41","0","1136A",,"BX","F","1041","SIMPSON ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREEN","0","2011","-","0",,,,,,"2026"
"1493415086","AL07732","CT","PAS",,"98","SDN","LEXUS","P","27350","15840","16040","20250127","105","105","105","957755","105","0","0156P",,"Q","F","76-25","269 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,,"2026"
"1447938367","AZ693D","NJ","PAS",,"78",,"INTER","P","0","0","0","20250720","102","102","102","968627","102","0","1058P",,,,,"N/E C/O ATLANTIC AVE","127 STREET","0","408","E3",,"BBBBBBB","ALL","ALL","WHT","0","2020","-","0",,,,,,"2026"
"1497866042","E10NBM","NJ","PAS",,"74","SDN","VOLKS","P","18630","43330","61730","88888888","79","79","79","971641","79","0","1250P",,"K","F","1111","BEDFORD AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","YELL","0","2007","-","0",,,,,,"2026"
"1501589052","DNF9022","NY","PAS",,"71","SUBN","FORD","P","60320","58220","45120","88888888","45","45","45","973394","45","0","0550P",,,"F","824","QUINCY AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1496046183","JAF2700","NY","PAS",,"98","SUBN","MAZDA","P","7890","5790","6090","0","114","114","114","979942","114","0","0210P",,"NY","F","5-Dec","30 RD",,"0","408","J3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1326072195","LGE4264","NY","PAS",,"98","SUBN","ROVER","P","57790","65490","36590","20251121","109","109","109","973616","109","0","0445P","0445P","Q","F","138-12","NORTHERN BLVD",,,"408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2024","-","0",,,,,,"2026"
"1491553625","LVS7090","NY","PAS",,"31","VAN","TOYOT","P","23130","13610","25990","20270423","1","1","181","972509","181","0","0207P",,,"O","46","HOWARD ST",,"0","408","C",,"YYYYYBB","0800A","0600P","GRY","0","2004","-","0",,,,,,"2026"
"1498052162","JCX9381","NY","PAS",,"98","SDN","BMW","P","14130","40404","40404","20260910","69","69","69","968012","69","0","1003P","1003P","K","F","165-29","AVE K",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2016","-","0",,,,,,"2026"
"1502111100","BLANKPLATE","99","999",,"74","SDN","ME/BE","P","54120","26820","26880","0","43","43","43","972905","43","0","1100P",,"BX","F","1339","NOBLE AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501963958","LKA1980","NY","PAS",,"20","VAN","TOYOT","P","32890","37550","20590","20270713","34","34","34","971859","34","0","1100P",,,"O","45","WADSWORTH TERR",,"0","408","D1",,"BBBBBBB","ALL","ALL","BLK","0","2014","-","0",,,,,,"2026"
"1495092409","KWY4387","NY","PAS",,"20","SUBN","ME/BE","P","19010","10210","10110","20260216","23","23","23","978323","23","0","1159A","1155A","NY","O","210","E 102ND STREET",,"0","408","J7",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501200677","VNGNC3","NY","PAS",,"40","BUS","ME/BE","P","0","40404","40404","20250910","115","115","115","964080","115","0","0524A",,"Q",,"30-64","86",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","2021","-","0",,,,,,"2026"
"1501605586","LWY2484","NY","PAS",,"98","SDN","MAZDA","N","28680","18120","77150","20270724","47","47","47","969839","47","0","0524P",,"BX","F","644","E 235 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2017","-","0",,,,,,"2026"
"1501977878","LKA2787","NY","PAS",,"71","SUBN","FORD","P","19470","27790","24890","20260704","25","25","25","981647","25","0","1221A",,,"F","106","EAST 126",,"0","408","J6",,"BBBBBBB","ALL","ALL","GRAY","0","2013","-","0",,,,,,"2026"
"1502111019","BLANKPLATE","99","999",,"40","SDN","ME/BE","P","54120","26820","26880","0","43","43","43","972905","43","0","1256P",,"BX","F","1339","NOBLE AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501777660","TEW2404","VA","PAS",,"48","SDN","KIA","P","0","40404","40404","0","90","90","90","959992","90","0","0255P",,"K","F","496","BORINQUEN",,"0","408","C",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1502297619","LLA7483","NY","PAS",,"40","SDN","INFIN","P","21840","19490","19590","20260610","102","102","102","968601","102","0",,,"Q",,"102-43","129 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","2012","-","0",,,,,,"2026"
"1501882594","18524HL","NY","PAS",,"17","SDN","HONDA","N","21350","30800","29940","0","1","1","1","957010","1","0","1245P",,,"O","100","GOLD ST",,"0","408","C4",,"YYYYYBB","0700A","0700P","WHITE","0","2011","-","0",,,,,,"2026"
"1500512059","BLANKPLATE","99","999",,"41",,,"N","0","0","0","88888888","44","44","0","0","0","0",,,,"I",,,,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500396916","82366ND","NY","COM",,"78",,,"P","68390","39890","14390","20270331","104","104","104","977483","104","0","0101A",,"Q",,"868","WOODWARD",,"0","408","K6",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1496290677","T701166C","NY","PAS",,"14","SDN","TOYOT","P","13100","12550","13820","0","47","47","808","971386","808","0","0935P",,"BX","O","3555","BIVONA STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1502395691","TNL5016","NY","PAS",,"40","SUBN","ACURA","P","16990","8190","57790","20260130","115","115","115","963072","115","0","0330A",,"Q","F","32-20","83 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2005","-","0",,,,,,"2026"
"1314413922","LDT1774","NY","PAS",,"14","SUBN","JEEP","R","0","0","0","20251015","60","60","0","0","MTAB","0","0600A",,"K","F",,"STILLWELL","TERMINAL LOOP BUS","0","408","99",,"BBBBBBB","ALL","ALL","BURGA","0","2017","-","0",,,,,,"2026"
"1502395680","HXA7517","NY","PAS",,"40","SUBN","GMC","P","18240","28790","7790","20260228","115","115","115","963072","115","0","0450A",,,"F","25-44","90 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2020","-","0",,,,,,"2026"
"1502149527","KPC2764","NY","PAS",,"46","SUBN","HONDA","P","14620","27480","27540","20270812","52","52","52","980010","52","0","0728P",,"BX","F","2645","BRIGGS AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500185012","KSM4154","NY","PAS",,"71","SUBN","TOYOT","P","36830","26230","77930","20250803","67","67","67","980473","67","0","0045A",,,"F","417","E 45",,"0","408","J3",,"BBBBBBB","ALL","ALL","GRAY","0","2003","-","0",,,,,,"2026"
"1491523517","X9834118","DE","PAS",,"83","SUBN","HONDA","P","37628","16400","10910","20250601","34","34","39","922902","39","0","0935P",,"NY","F","301","WEST 203RD ST",,"0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,,"2026"
"1502261388","BLANKPLATE","99","999",,"6","TT","KENWO","P","27094","53890","21070","0","105","105","105","951395","105","0","1105P",,"Q","F","117-09","229 ST",,"0","408","E3",,"BBBBBBB","ALL","ALL","RD","0","2017","-","0",,,,,,"2026"
"1498416913","JAU9955","NY","PAS",,"17","SUBN","LEXUS","P","23190","14910","24290","20260615","1","1","1","942662","1","0","0915A",,,"F","345","HUDSON ST",,"0","408","E9",,"BBBBBBB","ALL","ALL","BL","0","2016","-","0",,,,,,"2026"
"1501564821","LTU6677","NY","PAS",,"40","SUBN","FORD","P","62420","64220","45120","20270316","43","43","43","972773","43","0","1237P",,"BX","O","754","ROSEDALE AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRY","0","2022","-","0",,,,,,"2026"
"1314413960","MRB6937","PA","PAS",,"14","SDN","HYUND","R","81830","64230","60330","0","60","60","0","0","MTAB","0","0600A",,"K","O","2815","STILLWELL AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1501535092","LWA2631","NY","PAS",,"46","SUBN","HONDA","P","37690","30490","32690","20270807","34","34","34","980217","34","0","0940P",,"NY","F","546","W 207TH STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501014602","LJM2458","NY","PAS",,"40","SDN","HYUND","P","73030","90630","90580","88888888","62","62","62","969014","62","0","0110A",,"K","F","279","QUENTIN RD",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1502555049","PPM3Z","FL","PAS",,"46","SUBN","ACURA","P","0","40404","40404","20260824","46","46","46","980549","46","0","0022A",,"BX","F","1774","E BURN AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2026","-","0",,,,,,"2026"
"1495595468","AN23854","AZ","PAS",,"40","VAN","CHEVR","P","0","40404","40404","88888888","81","81","81","975790","81","0","0802P",,,"F","869","PARK",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,,"2026"
"1501954118","4AYC23","MA","PAS",,"46","SDN","KIA","P","36090","24690","10610","20260330","28","28","28","959107","28","0","0732P",,"NY","F","110","WEST 116 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","0",,,,,,"2026"
"1500291171","Z80VPN","NJ","PAS",,"20","SDN","CHEVR","P","23130","56630","73380","0","73","73","73","971457","73","0","1100A",,,"F","375","BRISTOL ST",,"0","408","J2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,,"2026"
"1493965670","KWM8703","NY","PAS",,"40","SDN","MAZDA","P","47530","40404","40404","20260701","121","121","121","972796","121","0","1233A",,,"I","160","SHARPE AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,,"2026"
"1501584571","LHN9690","NY","PAS",,"40",,"BMW","P","31220","13820","0","20251220","47","47","0","974402","0","0","0515A","0510A",,,,"ELY AVE","BOSTON ROAD",,"408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499972842","LEN7525","NY","PAS",,"20",,,"P","60820","33140","33190","20250917","100","100","100","976448","100","0","1253A",,,"F","92-16","ROCKAWAY FRWY",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501339497","BLANKPLATE","99","999",,"70","SDN","ME/BE","P","29090","23490","21810","0",,"0","113","974799","113","0","1155A","1150A",,"F","153-02","BAISLEY BLVD",,"0","408","C",,"BBBBBBB","ALL","ALL","WHT","0","2007","-","0",,,,,,"2026"
"1498492940","60559NA","NY","COM",,"20","VAN","ME/BE","P","20640","31490","19890","20260930","5","5","5","979461","5","0","0450P",,"NY","F","212","FORSYTH ST",,,"408","C",,"BBBBBBB","ALL","ALL","BLUE","0","2019","-","0",,,,,,"2026"
"1501586324","WLU12F","NJ","PAS",,"67",,"MINI","N","28740","77150","0","0","47","47","47","981115","47","0",,,,"F",,"E 237","WHITE PLAINS RD","0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1493965475","BLANKPLATE","99","999",,"51",,"HONDA","P","51750","45050","49876","88888888","121","121","121","967890","121","0","1148A",,,"F","38","TREADWELL AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2010","-","0",,,,,,"2026"
"1500346032","JCH9191","NY","PAS",,"71","SDN","TOYOT","P","86530","49630","48830","20220830","76","76","76","972534","76","0",,"0636P","K","F","174","UNION ST",,,"408","J3",,"BBBBBBB","ALL","ALL","R","0","2004","-","0",,,,,,"2026"
"1501576446","KRT1506","NY","PAS",,"20","SUBN","FORD","P","52320","10210","11035","20250906","43","43","43","979884","43","0","0643P",,,"O","1025","MORRISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2012","-","0",,,,,,"2026"
"1501664864","KGM571","VT","PAS",,"99","VAN","CHEVR","P","5790","9840","9870","88888888","108","108","108","962721","108","0","1230P",,,"O","43-26","12 STREET",,"0","408","99",,"BBBBBBB","ALL","ALL","W","0","1988","-","0",,,,,,"2026"
"1500357601","LHN8655","NY","PAS",,"40","SUBN","CHEVR","P","13640","11090","11110","20260209","104","104","104","978541","104","0","0931P",,"Q","F","53-56","65 PL",,"0","408","K6",,"BBBBBBB","ALL","ALL","GRY","0","2024","-","3",,,,,,"2026"
"1502403031","N16VLP","NJ","PAS",,"50","SUBN","HONDA","P","10240","7890","7990","20260220","114","114","114","975862","114","0","0727P",,"Q","F","30-30","45 STREET",,"0","408","E3",,"BBBBBBB","ALL","ALL","GRY","0","2018","-","0",,,,,,"2026"
"1490641269","KVT8605","NY","PAS",,"50","SDN","ME/BE","P","24730","19230","80430","20260628","78","78","78","967216","78","0","0758P",,"K","F","577","CARLTON AVENUE",,"0","408","E5",,"BBBBBBB","ALL","ALL","SILV","0","2023","-","0",,,,,,"2026"
"1502404280","LTF5182","NY","PAS",,"40","SDN","HONDA","P","64290","7540","7790","20270112","114","114","114","981592","114","0","1134P",,"Q","F","28-10","STEINWAY ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2023","-","0",,,,,,"2026"
"1501666228","LFK7120","NY","PAS",,"14","P-U","TOYOT","P","6740","9840","9940","20250926",,"0","108","963640","108","0","0215P","0215P","Q","F","43-39","21 STREET",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2013","-","0",,,,,,"2026"
"1497697025","XPMS67","NJ","PAS",,"78","VAN","FORD","P","47525","29150","44737","20260931","120","120","120","974717","120","0","0231A",,"R","F","375","SHARON AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","WHITE","0","2022","-","0",,,,,,"2026"
"1502103357","C48VJL","NJ","PAS",,"40","SUBN","HONDA","N","73820","26850","26880","20250824","44","44","44","981084","44","0","0322A",,"BX","F","1691","WEEKS AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2022","-","0",,,,,,"2026"
"1495498244","UMC1531","NY","PAS",,"98","SUBN","LEXUS","N","8620","28620","67020","20251128","47","47","47","976710","47","0","0904P",,,"F","3937","AMUNDSON",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2021","-","0",,,,,,"2026"
"1501634562","LFM9829","NY","PAS",,"98","SUBN","MAZDA","P","10040","5640","5690","20260308","108","108","108","970606","108","0","0222P",,"Q","F","29-Oct","44 RD",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLACK","0","2021","-","0",,,,,,"2026"
"1500562312","LRM2302","NY","PAS",,"17","SUBN","ACURA","P","72720","20120","26910","20261104","46","46","674","939918","674","0","0620P",,"BX","O","1729","WALTON AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLK","0","2011","-","0",,,,,,"2026"
"1500015970","AM91697","AZ","PAS",,"46","SUBN","RAM","P","15320","66845","65730","88888888","94","94","94","974195","94","0","0450P",,"K","F","141","BANKER ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WH","0","2025","-","0",,,,,,"2026"
"1500279407","BLANKPLATE","99","999",,"41",,"BMW","P","0","0","0","0",,"0","0","0","0","0",,,"K","F",,,,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1457740709","LJG3635","PA","PAS",,"74",,"BMW","P","16120","42720","26820","0","42","42","42","967496","42","0","0415A",,,"F","1506","BRYANT AVE",,"0","408","E2",,"BBBYBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1499211170","BM77734","CT","PAS",,"46","SDN","TOYOT","P","26520","52120","67820","0","42","42","42","977000","42","0","0140A",,,"O","300","E 162 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,,"2026"
